,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,device.browser,device.browserSize,device.browserVersion,device.deviceCategory,device.flashVersion,device.isMobile,device.language,device.mobileDeviceBranding,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.mobileDeviceModel,device.mobileInputSelector,device.operatingSystem,device.operatingSystemVersion,device.screenColors,device.screenResolution,geoNetwork.city,geoNetwork.cityId,geoNetwork.continent,geoNetwork.country,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.metro,geoNetwork.networkDomain,geoNetwork.networkLocation,geoNetwork.region,geoNetwork.subContinent,totals.bounces,totals.hits,totals.newVisits,totals.pageviews,totals.transactionRevenue,totals.visits,trafficSource.adContent,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.campaign,trafficSource.campaignCode,trafficSource.isTrueDirect,trafficSource.keyword,trafficSource.medium,trafficSource.referralPath,trafficSource.source
251134,Referral,20170426,5088165134523935332,5088165134523935332_1493242059,Not Socially Engaged,1493242059,7,1493242059,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,17,,15,596440000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
251137,Organic Search,20170426,2969957690756250633,2969957690756250633_1493240211,Not Socially Engaged,1493240211,8,1493240211,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,comcast.net,not available in demo dataset,California,Northern America,,17,,13,537480000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
251308,Organic Search,20170426,8197879643797712877,8197879643797712877_1493234356,Not Socially Engaged,1493234356,35,1493234356,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,Charlotte,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Charlotte NC,(not set),not available in demo dataset,North Carolina,Northern America,,63,,40,684580000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
258686,Direct,20170425,3305485862461522985,3305485862461522985_1493156103,Not Socially Engaged,1493156103,14,1493156103,Safari,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,not available in demo dataset,not available in demo dataset,Northern America,,76,,59,729080000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
270713,Organic Search,20170306,253776212101014141,253776212101014141_1488832562,Not Socially Engaged,1488832562,3,1488832562,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Cambridge,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Boston MA-Manchester NH,verizon.net,not available in demo dataset,Massachusetts,Northern America,,21,,18,599870000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
272993,Direct,20170112,437357987201411491,437357987201411491_1484290624,Not Socially Engaged,1484290624,3,1484290624,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,40,,34,1137350000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
273016,Direct,20170112,1814166460229302850,1814166460229302850_1484275199,Not Socially Engaged,1484275199,7,1484275199,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,embarqhsd.net,not available in demo dataset,not available in demo dataset,Northern America,,87,,61,1190880000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
273018,Referral,20170112,1600149537033335850,1600149537033335850_1484236611,Not Socially Engaged,1484236611,1,1484236611,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,191,1,127,524340000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
275470,Direct,20170620,4984366501121503466,4984366501121503466_1497998174,Not Socially Engaged,1497998174,24,1497998174,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,37,,26,731080000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
275486,Referral,20170620,5185645869012304658,5185645869012304658_1497981134,Not Socially Engaged,1497981134,1,1497981134,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,55,1,39,538250000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
275497,Organic Search,20170620,2533003348216867648,2533003348216867648_1497970502,Not Socially Engaged,1497970502,1,1497970502,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Melbourne,not available in demo dataset,Oceania,Australia,not available in demo dataset,not available in demo dataset,(not set),on.net,not available in demo dataset,Victoria,Australasia,,89,1,56,564160000.0,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
